ID,型号,价格,能源类型,车辆级别,驱动方式,马力(Ps),电池容量(kWh),百公里能耗,续航里程
445,菱智 2024款 M5 1.6L CNG 舒适型7座,8.19万,压缩天然气(CNG),中型MPV,N/A,N/A,N/A,N/A,N/A
445,菱智 2024款 M5 1.6L CNG 运营型7座,9.89万,压缩天然气(CNG),中型MPV,N/A,N/A,N/A,N/A,N/A
445,菱智 2024款 M5 1.6L CNG 运营型8座,9.99万,压缩天然气(CNG),中型MPV,N/A,N/A,N/A,N/A,N/A
445,菱智 2023款 V3 1.6L 基本型2座,6.69万,汽油,中型MPV,N/A,N/A,N/A,N/A,N/A
445,菱智 2023款 V3 1.6L 厢式车豪华版2座,7.98万,汽油,中型MPV,N/A,N/A,N/A,N/A,N/A
445,菱智 2023款 M5 1.6L 实用型5座,5.99万,汽油,中型MPV,N/A,N/A,N/A,N/A,N/A
445,菱智 2023款 M5 1.6L 实用型7座,6.39万,汽油,中型MPV,N/A,N/A,N/A,N/A,N/A
445,菱智 2023款 M5 1.6L 舒适型7座,7.49万,汽油,中型MPV,N/A,N/A,N/A,N/A,N/A
445,菱智 2023款 M5L 1.6L 基本型5座,6.59万,汽油,中型MPV,N/A,N/A,N/A,N/A,N/A
445,菱智 2023款 M5L 1.6L 基本型7座,6.99万,汽油,中型MPV,N/A,N/A,N/A,N/A,N/A
445,菱智 2023款 M5L 1.6L 舒适型7座,7.69万,汽油,中型MPV,N/A,N/A,N/A,N/A,N/A
445,菱智 2023款 M5L 1.6L 舒适型9座,7.79万,汽油,中型MPV,N/A,N/A,N/A,N/A,N/A
445,菱智 2023款 M5L 1.6L 租赁定制版7座,8.39万,汽油,中型MPV,N/A,N/A,N/A,N/A,N/A
445,菱智 2023款 M5L 1.6L 豪华型7座,8.69万,汽油,中型MPV,N/A,N/A,N/A,N/A,N/A
445,菱智 2023款 M5L 1.6L 营运版7座,9.69万,汽油,中型MPV,N/A,N/A,N/A,N/A,N/A
445,菱智 2023款 M5L 1.6L 营运版9座,9.99万,汽油,中型MPV,N/A,N/A,N/A,N/A,N/A
457,东风风神AX7 2023款 冠军传奇版,13.98万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
484,东南DX3 2022款 1.5L 手动豪华型,6.96万,汽油,小型SUV,前驱,N/A,N/A,N/A,N/A
484,东南DX3 2022款 1.5T CVT豪华型,8.56万,汽油,小型SUV,前驱,N/A,N/A,N/A,N/A
484,东南DX3 2022款 1.5T CVT尊贵型,9.19万,汽油,小型SUV,前驱,N/A,N/A,N/A,N/A
484,东南DX3 2022款 1.5T CVT PLUS,12.99万,汽油,小型SUV,前驱,N/A,N/A,N/A,N/A
485,东南DX7 2020款 星跃 1.5T DCT豪华版,11.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
485,东南DX7 2020款 星跃 1.5T DCT豪华天窗版,12.29万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
485,东南DX7 2020款 星跃 1.5T DCT尊贵版,12.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
485,东南DX7 2020款 星跃 1.5T DCT旗舰版,13.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
485,东南DX7 2019款 1.5T 手动智联时尚版 国VI,9.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
485,东南DX7 2019款 1.5T 自动智联时尚版 国VI,10.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
485,东南DX7 2019款 1.5T 自动智联旗舰版 国VI,11.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
485,东南DX7 2019款 1.5T 自动智联至尊版 国VI,12.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
534,雷凌 2024款 185T 豪华版,12.98万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
534,雷凌 2024款 185T 运动版,13.58万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
534,雷凌 2024款 双擎 1.8L 领先版,12.98万,油电混合,紧凑型车,前驱,95Ps,N/A,N/A,N/A
534,雷凌 2024款 双擎 1.8L 豪华版,13.58万,油电混合,紧凑型车,前驱,95Ps,N/A,N/A,N/A
534,雷凌 2024款 双擎 1.8L 骑士版,13.78万,油电混合,紧凑型车,前驱,95Ps,N/A,N/A,N/A
534,雷凌 2024款 双擎 1.8L 运动版,14.88万,油电混合,紧凑型车,前驱,95Ps,N/A,N/A,N/A
534,雷凌 2023款 TNGA 1.5L 进取版,11.38万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
534,雷凌 2023款 TNGA 1.5L 领先版,11.88万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
534,雷凌 2023款 TNGA 1.5L 豪华版,12.78万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
534,雷凌 2023款 TNGA 1.5L 运动版,13.38万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
534,雷凌 2023款 185T 豪华版,12.98万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
534,雷凌 2023款 185T 运动版,13.58万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
534,雷凌 2023款 双擎 1.8L 领先版,13.38万,油电混合,紧凑型车,前驱,95Ps,N/A,N/A,N/A
534,雷凌 2023款 双擎 1.8L 豪华版,13.98万,油电混合,紧凑型车,前驱,95Ps,N/A,N/A,N/A
534,雷凌 2023款 双擎 1.8L 运动版,14.88万,油电混合,紧凑型车,前驱,95Ps,N/A,N/A,N/A
535,凯美瑞 2025款 双擎 2.0HG 光辉版,20.28万,油电混合,中型车,前驱,113Ps,2.4,N/A,N/A
535,凯美瑞 2025款 双擎 2.0HXS 光辉版,21.18万,油电混合,中型车,前驱,113Ps,2.4,N/A,N/A
535,凯美瑞 2024款 2.0E 精英版,17.18万,汽油,中型车,前驱,N/A,N/A,N/A,N/A
535,凯美瑞 2024款 2.0GVP 豪华版,18.18万,汽油,中型车,前驱,N/A,N/A,N/A,N/A
535,凯美瑞 2024款 2.0G 尊贵版,19.18万,汽油,中型车,前驱,N/A,N/A,N/A,N/A
535,凯美瑞 2024款 2.0S 运动版,19.68万,汽油,中型车,前驱,N/A,N/A,N/A,N/A
535,凯美瑞 2024款 双擎 2.0HE 精英版,17.98万,油电混合,中型车,前驱,113Ps,2.4,N/A,N/A
535,凯美瑞 2024款 双擎 2.0HGVP 豪华版,18.98万,油电混合,中型车,前驱,113Ps,2.4,N/A,N/A
535,凯美瑞 2024款 双擎 2.0HG 尊贵版,19.98万,油电混合,中型车,前驱,113Ps,2.4,N/A,N/A
535,凯美瑞 2024款 双擎 2.0HS 运动版,20.48万,油电混合,中型车,前驱,113Ps,2.4,N/A,N/A
535,凯美瑞 2024款 双擎 2.0HXS 运动PLUS版,20.68万,油电混合,中型车,前驱,113Ps,2.4,N/A,N/A
535,凯美瑞 2024款 双擎 2.5HG 尊贵版,21.98万,油电混合,中型车,前驱,136Ps,2.4,N/A,N/A
535,凯美瑞 2024款 双擎 2.5HXS 运动PLUS版,22.68万,油电混合,中型车,前驱,136Ps,2.4,N/A,N/A
535,凯美瑞 2024款 双擎 2.5HQ 旗舰版,25.98万,油电混合,中型车,前驱,136Ps,2.4,N/A,N/A
536,汉兰达 2024款 双擎 2.5L 两驱精英版 5座,24.98万,油电混合,中型SUV,前驱,182Ps,N/A,N/A,N/A
536,汉兰达 2024款 双擎 2.5L 两驱精英版 7座,25.78万,油电混合,中型SUV,前驱,182Ps,N/A,N/A,N/A
536,汉兰达 2024款 双擎 2.5L 两驱豪华版 7座,28.88万,油电混合,中型SUV,前驱,182Ps,N/A,N/A,N/A
536,汉兰达 2024款 双擎 2.5L 两驱尊贵版 7座,29.88万,油电混合,中型SUV,前驱,182Ps,N/A,N/A,N/A
536,汉兰达 2024款 双擎 2.5L 四驱精英版 7座,26.88万,油电混合,中型SUV,N/A,237Ps,N/A,N/A,N/A
536,汉兰达 2024款 双擎 2.5L 四驱豪华版 7座,29.98万,油电混合,中型SUV,N/A,237Ps,N/A,N/A,N/A
536,汉兰达 2024款 双擎 2.5L 四驱尊贵版 7座,30.98万,油电混合,中型SUV,N/A,237Ps,N/A,N/A,N/A
536,汉兰达 2024款 双擎 2.5L 四驱至尊版 7座,32.58万,油电混合,中型SUV,N/A,237Ps,N/A,N/A,N/A
536,汉兰达 2024款 380T 四驱豪华版 7座,28.48万,汽油,中型SUV,N/A,N/A,N/A,N/A,N/A
536,汉兰达 2024款 380T 四驱尊贵版 7座,29.58万,汽油,中型SUV,N/A,N/A,N/A,N/A,N/A
536,汉兰达 2024款 380T 四驱至尊版 7座,31.18万,汽油,中型SUV,N/A,N/A,N/A,N/A,N/A
536,汉兰达 2023款 双擎 2.5L 两驱精英版 5座,26.88万,油电混合,中型SUV,前驱,182Ps,N/A,N/A,N/A
536,汉兰达 2023款 双擎 2.5L 两驱精英版 7座,27.48万,油电混合,中型SUV,前驱,182Ps,N/A,N/A,N/A
536,汉兰达 2023款 双擎 2.5L 四驱精英版 7座,28.58万,油电混合,中型SUV,N/A,237Ps,N/A,N/A,N/A
536,汉兰达 2023款 双擎 2.5L 两驱尊贵版 7座,31.88万,油电混合,中型SUV,前驱,182Ps,N/A,N/A,N/A
536,汉兰达 2023款 双擎 2.5L 四驱豪华版 7座,31.48万,油电混合,中型SUV,N/A,237Ps,N/A,N/A,N/A
536,汉兰达 2023款 双擎 2.5L 四驱尊贵版 7座,32.98万,油电混合,中型SUV,N/A,237Ps,N/A,N/A,N/A
536,汉兰达 2023款 双擎 2.5L 四驱至尊版 7座,34.88万,油电混合,中型SUV,N/A,237Ps,N/A,N/A,N/A
542,卡罗拉 2024款 1.5L CVT先锋版,11.68万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
542,卡罗拉 2024款 1.2T S-CVT先锋版,12.28万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
542,卡罗拉 2024款 1.2T S-CVT精英版,12.88万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
542,卡罗拉 2024款 智能电混双擎 1.8L E-CVT先锋版,13.18万,油电混合,紧凑型车,前驱,95Ps,N/A,N/A,N/A
542,卡罗拉 2024款 智能电混双擎 1.8L E-CVT精英版,13.78万,油电混合,紧凑型车,前驱,95Ps,N/A,N/A,N/A
542,卡罗拉 2024款 智能电混双擎 1.8L E-CVT旗舰版,15.58万,油电混合,紧凑型车,前驱,95Ps,N/A,N/A,N/A
546,RAV4荣放 2024款 2.0L CVT两驱都市版,16.98万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
546,RAV4荣放 2024款 2.0L CVT两驱风尚版,18.98万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
546,RAV4荣放 2024款 2.0L CVT两驱风尚PLUS版,19.98万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
546,RAV4荣放 2024款 2.0L CVT四驱探险PLUS版,20.98万,汽油,紧凑型SUV,N/A,N/A,N/A,N/A,N/A
546,RAV4荣放 2024款 2.0L CVT四驱探险旗舰版,22.98万,汽油,紧凑型SUV,N/A,N/A,N/A,N/A,N/A
546,RAV4荣放 2024款 智能电混双擎 2.5L E-CVT两驱精英PLUS版,22.58万,油电混合,紧凑型SUV,前驱,120Ps,N/A,N/A,N/A
546,RAV4荣放 2024款 智能电混双擎 2.5L E-CVT四驱精英PLUS版,23.88万,油电混合,紧凑型SUV,N/A,174Ps,N/A,N/A,N/A
547,普拉多 2025款 2.4T 双擎 穿越BX版 5座,44.98万,油电混合,中大型SUV,N/A,54Ps,1.47,N/A,N/A
547,普拉多 2025款 2.4T 双擎 全能TX版 5座,48.98万,油电混合,中大型SUV,N/A,54Ps,1.47,N/A,N/A
547,普拉多 2025款 2.4T 双擎 悍野WX版 5座,54.98万,油电混合,中大型SUV,N/A,54Ps,1.47,N/A,N/A
547,普拉多 2025款 2.4T 双擎 悍野WX版 6座,54.98万,油电混合,中大型SUV,N/A,54Ps,1.47,N/A,N/A
547,普拉多 2025款 2.4T 双擎 旗舰VX版 5座,55.98万,油电混合,中大型SUV,N/A,54Ps,1.47,N/A,N/A
547,普拉多 2024款 2.4T 双擎 穿越BX版 5座,45.98万,油电混合,中大型SUV,N/A,54Ps,1.47,N/A,N/A
547,普拉多 2024款 2.4T 双擎 全能TX版 5座,51.98万,油电混合,中大型SUV,N/A,54Ps,1.47,N/A,N/A
547,普拉多 2024款 2.4T 双擎 全能TX版 6座,51.98万,油电混合,中大型SUV,N/A,54Ps,1.47,N/A,N/A
547,普拉多 2024款 2.4T 双擎 悍野WX版 6座,54.98万,油电混合,中大型SUV,N/A,54Ps,1.47,N/A,N/A
558,新龙马汽车启腾M70 2022款 1.5L M70L 乘用型标准版,5.75万,汽油,微面,N/A,N/A,N/A,N/A,N/A
558,新龙马汽车启腾M70 2022款 1.5L M70L 乘用型舒适版,6.05万,汽油,微面,N/A,N/A,N/A,N/A,N/A
558,新龙马汽车启腾M70 2022款 1.5L M70L 厢货型基本版,4.68万,汽油,微面,N/A,N/A,N/A,N/A,N/A
558,新龙马汽车启腾M70 2022款 1.5L M70L 厢货型标准版,5.63万,汽油,微面,N/A,N/A,N/A,N/A,N/A
558,新龙马汽车启腾M70 2022款 1.5L M70L 厢货型舒适版,5.88万,汽油,微面,N/A,N/A,N/A,N/A,N/A
559,新龙马汽车启腾EX80 2021款 1.5L标准型7座,5.88万,汽油,微面,N/A,N/A,N/A,N/A,N/A
559,新龙马汽车启腾EX80 2021款 1.5L舒适型7座,6.18万,汽油,微面,N/A,N/A,N/A,N/A,N/A
573,途睿欧 2024款 2.0T 自动致尊版Plus版,26万,汽油,中型MPV,前驱,N/A,N/A,N/A,N/A
573,途睿欧 2023款 2.0T 自动致享版,21.96万,汽油,中型MPV,前驱,N/A,N/A,N/A,N/A
573,途睿欧 2023款 2.0T 自动致尊版,24.3万,汽油,中型MPV,前驱,N/A,N/A,N/A,N/A
579,蒙迪欧 2025款 EcoBoost 180 时尚型,14.98万,汽油,中型车,前驱,N/A,N/A,N/A,N/A
579,蒙迪欧 2025款 EcoBoost 180 舒雅型,15.78万,汽油,中型车,前驱,N/A,N/A,N/A,N/A
579,蒙迪欧 2025款 EcoBoost 180 豪华型,16.98万,汽油,中型车,前驱,N/A,N/A,N/A,N/A
579,蒙迪欧 2025款 EcoBoost 245 豪华型,17.98万,汽油,中型车,前驱,N/A,N/A,N/A,N/A
579,蒙迪欧 2025款 EcoBoost 245 至尊型,19.98万,汽油,中型车,前驱,N/A,N/A,N/A,N/A
579,蒙迪欧 2025款 1.5T E-混动 舒雅型,17.78万,油电混合,中型车,前驱,131Ps,N/A,N/A,N/A
579,蒙迪欧 2025款 1.5T E-混动 豪华型,18.98万,油电混合,中型车,前驱,131Ps,N/A,N/A,N/A
579,蒙迪欧 2025款 2.0T E-混动 运动版,20.98万,油电混合,中型车,前驱,190Ps,N/A,N/A,N/A
579,蒙迪欧 2025款 2.0T E-混动 运动版 ST-Line,22.98万,油电混合,中型车,前驱,190Ps,N/A,N/A,N/A
579,蒙迪欧 2024款 2.0T E-混动 运动版,20.98万,油电混合,中型车,前驱,190Ps,N/A,N/A,N/A
579,蒙迪欧 2024款 2.0T E-混动 运动版 ST-Line,22.98万,油电混合,中型车,前驱,190Ps,N/A,N/A,N/A
585,锐界 2025款 锐界L 2.0T EcoBoost 两驱七座时尚型,22.68万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
585,锐界 2025款 锐界L 2.0T EcoBoost 四驱七座时尚型,24.98万,汽油,中型SUV,N/A,N/A,N/A,N/A,N/A
585,锐界 2025款 锐界L 2.0T EcoBoost 两驱七座豪华型,24.98万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
585,锐界 2025款 锐界L 2.0T EcoBoost 四驱七座至尊型,27.98万,汽油,中型SUV,N/A,N/A,N/A,N/A,N/A
585,锐界 2025款 锐界L 2.0T EcoBoost E混动两驱七座时尚型,24.68万,油电混合,中型SUV,前驱,190Ps,N/A,N/A,N/A
585,锐界 2025款 锐界L 2.0T EcoBoost E混动两驱七座豪华型,26.98万,油电混合,中型SUV,前驱,190Ps,N/A,N/A,N/A
585,锐界 2025款 锐界L 2.0T EcoBoost E混动四驱七座至尊型,29.98万,油电混合,中型SUV,N/A,190Ps,N/A,N/A,N/A
585,锐界 2025款 锐界L 2.0T EcoBoost E混动四驱七座ST-Line,30.98万,油电混合,中型SUV,N/A,190Ps,N/A,N/A,N/A
585,锐界 2024款 锐界L 2.0T EcoBoost 两驱七座时尚型,22.98万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
585,锐界 2024款 锐界L 2.0T EcoBoost 四驱七座时尚型,24.98万,汽油,中型SUV,N/A,N/A,N/A,N/A,N/A
585,锐界 2023款 锐界L 2.0T EcoBoost 两驱五座时尚型,22.98万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
585,锐界 2023款 锐界L 2.0T EcoBoost 两驱七座豪华型,24.98万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
585,锐界 2023款 锐界L 2.0T EcoBoost 四驱七座至尊型,27.98万,汽油,中型SUV,N/A,N/A,N/A,N/A,N/A
585,锐界 2023款 锐界L 2.0T EcoBoost E混动两驱七座风尚型,24.98万,油电混合,中型SUV,前驱,190Ps,N/A,N/A,N/A
585,锐界 2023款 锐界L 2.0T EcoBoost E混动两驱七座豪华型,26.98万,油电混合,中型SUV,前驱,190Ps,N/A,N/A,N/A
585,锐界 2023款 锐界L 2.0T EcoBoost E混动四驱七座至尊型,29.98万,油电混合,中型SUV,N/A,190Ps,N/A,N/A,N/A
585,锐界 2023款 锐界L 2.0T EcoBoost E混动四驱七座ST-Line,30.98万,油电混合,中型SUV,N/A,190Ps,N/A,N/A,N/A
616,传祺GS4 2024款 MAX 1.5TGDI 领航版,11.58万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
616,传祺GS4 2024款 MAX 1.5TGDI 旗舰版,12.58万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
616,传祺GS4 2023款 270T 自动智行领航版,11.98万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
616,传祺GS4 2023款 270T 自动智行科技版,12.68万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
617,传祺GS8 2025款 领航系列 2.0TGDI 两驱5座豪华版,15.98万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
617,传祺GS8 2025款 领航系列 2.0TGDI 四驱5座豪华版,17.28万,汽油,中型SUV,N/A,N/A,N/A,N/A,N/A
617,传祺GS8 2024款 领航系列 2.0TGDI 两驱豪华智联版,18.68万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
617,传祺GS8 2024款 领航系列 2.0TGDI 四驱豪华智联版,20.58万,汽油,中型SUV,N/A,N/A,N/A,N/A,N/A
617,传祺GS8 2024款 双擎系列 2.0TM 混动两驱尊贵版,22.88万,油电混合,中型SUV,前驱,182Ps,1.73,N/A,N/A
617,传祺GS8 2024款 双擎系列 2.0TM 混动两驱尊贵版+舒适包(豪华6座),23.28万,油电混合,中型SUV,前驱,182Ps,1.73,N/A,N/A
617,传祺GS8 2024款 双擎系列 2.0TM 混动四驱尊贵版,24.68万,油电混合,中型SUV,N/A,237Ps,1.73,N/A,N/A
617,传祺GS8 2024款 双擎系列 2.0TM 混动四驱尊贵版+舒适包(豪华6座),25.08万,油电混合,中型SUV,N/A,237Ps,1.73,N/A,N/A
649,哈弗H6 2025款 国潮版 1.5T 自动都市版,9.89万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
649,哈弗H6 2025款 国潮版 1.5T 自动冠军版,10.89万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
649,哈弗H6 2024款 1.5T 自动两驱Pro版,11.79万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
649,哈弗H6 2024款 1.5T 自动两驱Max版,12.39万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
649,哈弗H6 2024款 1.5T 自动两驱Ultra版,13.19万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
649,哈弗H6 2024款 2.0T 自动两驱Max版,13.39万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
649,哈弗H6 2024款 2.0T 自动四驱Max版,14.39万,汽油,紧凑型SUV,N/A,N/A,N/A,N/A,N/A
649,哈弗H6 2024款 1.5T 自动两驱经典版,12.19万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
649,哈弗H6 2023款 国潮版 1.5T 自动都市版,9.89万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
649,哈弗H6 2023款 国潮版 1.5T 自动冠军版,10.89万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
653,哈弗H9 2024款 2.0T 汽油四驱探境版 5座,19.99万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
653,哈弗H9 2024款 2.0T 汽油四驱拓境版 5座,21.59万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
653,哈弗H9 2024款 2.0T 汽油四驱拓境版 7座,22.39万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
653,哈弗H9 2024款 2.0T 汽油四驱极境版 5座,22.99万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
653,哈弗H9 2024款 2.0T 汽油四驱极境版 7座,23.79万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
653,哈弗H9 2024款 2.4T 柴油四驱拓境版 5座,23.39万,柴油,中大型SUV,N/A,N/A,N/A,N/A,N/A
653,哈弗H9 2024款 2.4T 柴油四驱拓境版 7座,24.19万,柴油,中大型SUV,N/A,N/A,N/A,N/A,N/A
653,哈弗H9 2024款 2.4T 柴油四驱极境版 5座,24.79万,柴油,中大型SUV,N/A,N/A,N/A,N/A,N/A
653,哈弗H9 2024款 2.4T 柴油四驱极境版 7座,25.59万,柴油,中大型SUV,N/A,N/A,N/A,N/A,N/A
733,帝豪 2025款 第4代 1.5L 手动星耀版,6.29万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
733,帝豪 2025款 第4代 1.5L 手动龙腾版,6.99万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
733,帝豪 2025款 第4代 1.5L CVT星耀版,7.29万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
733,帝豪 2025款 第4代 1.5L CVT龙腾版,7.89万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
733,帝豪 2025款 第4代 1.5L CVT尊贵型,8.39万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
733,帝豪 2025款 第4代 1.5L CVT旗舰型,8.89万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
733,帝豪 2024款 第4代 1.8L DHT醇净版,12.98万,醇电混合,紧凑型车,前驱,N/A,N/A,N/A,N/A
733,帝豪 2024款 第4代 1.8L DHT醇享版,14.98万,醇电混合,紧凑型车,前驱,N/A,N/A,N/A,N/A
733,帝豪 2023款 第4代 冠军版 1.5L 手动豪华型,6.99万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
733,帝豪 2023款 第4代 冠军版 1.5L CVT豪华型,7.89万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
733,帝豪 2023款 第4代 冠军版 1.5L CVT尊贵型,8.39万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
733,帝豪 2023款 第4代 冠军版 1.5L CVT旗舰型,8.89万,汽油,紧凑型车,前驱,N/A,N/A,N/A,N/A
733,帝豪 2022款 第4代 1.8L DHT醇行版,10.98万,醇电混合,紧凑型车,前驱,N/A,N/A,N/A,N/A
735,帝豪EV 2022款 Pro 网约版 磷酸铁锂,15.98万,纯电动,紧凑型车,前驱,136Ps,51.8,N/A,430km
735,帝豪EV 2022款 Pro 网约版 三元锂,16.98万,纯电动,紧凑型车,前驱,204Ps,52.7,N/A,N/A
735,帝豪EV 2022款 Pro 出租版 磷酸铁锂,15.98万,纯电动,紧凑型车,前驱,136Ps,51.8,N/A,430km
735,帝豪EV 2022款 Pro 出租版 三元锂,16.98万,纯电动,紧凑型车,前驱,204Ps,52.7,N/A,N/A
741,博越 2024款 1.5TD 龙腾版,9.28万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
741,博越 2024款 1.5TD 智联+,10.28万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
741,博越 2024款 1.5TD 智慧版,10.88万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
741,博越 2024款 1.5TD 智尊版,11.88万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 PLUS 1.8L 手动穿梭版 2座,8.08万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 PLUS 1.8L 手动经典版 5座,7.39万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 PLUS 1.8L 手动经典版 7座,7.39万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 PLUS 1.8L 手动舒适版 7座,8.28万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 PLUS 1.8L 手动舒适版 8座,8.28万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 PLUS 1.8L 手动舒适版 9座,8.58万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 PLUS 1.8L 手动智联版 7座,8.98万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 PLUS 1.8L 手动智联版 8座,8.98万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 PLUS 1.8L 手动智联版 9座,9.28万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 PLUS 1.5T 手动经典版 5座,7.59万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 PLUS 1.5T 手动经典版 7座,7.59万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 PLUS 1.5T 手动舒适版 7座,8.48万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 PLUS 1.5T 手动舒适版 8座,8.48万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 PLUS 1.5T 手动舒适版 9座,8.78万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 PLUS 1.5T 手动智联版 7座,9.08万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 PLUS 1.5T 手动智联版 8座,9.08万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 PLUS 1.5T 手动智联版 9座,9.38万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 1.8L 手动穿梭版 2座,6.98万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 1.8L 手动经典版 5座,6.58万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 1.8L 手动舒适版 7/8座,7.48万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 1.5T 手动舒适版 7/8座,7.68万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
768,瑞风M3 2025款 1.8L 手动智联版 7/8座,8.28万,汽油,紧凑型MPV,N/A,N/A,N/A,N/A,N/A
